<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,5,08/07/20,12:50:00,210.0400000,210.3500000,209.8400000,210.0700000,750870
SBER,5,08/07/20,12:55:00,210.0600000,210.0900000,209.6300000,209.8000000,617100
SBER,5,08/07/20,13:00:00,209.8200000,210.1000000,209.7000000,209.8200000,340540
SBER,5,08/07/20,13:05:00,209.8300000,210.0600000,209.8000000,210.0000000,383660
SBER,5,08/07/20,13:10:00,209.9600000,209.9700000,209.7000000,209.8300000,144930
SBER,5,08/07/20,13:15:00,209.8200000,209.9200000,209.3000000,209.4600000,695640
SBER,5,08/07/20,13:20:00,209.4500000,209.5600000,209.4000000,209.4300000,262370
SBER,5,08/07/20,13:25:00,209.4200000,209.5500000,209.3100000,209.4900000,280870
SBER,5,08/07/20,13:30:00,209.5000000,209.7400000,209.4500000,209.5800000,155580
SBER,5,08/07/20,13:35:00,209.5800000,209.6000000,209.4000000,209.4500000,123910
SBER,5,08/07/20,13:40:00,209.4500000,209.7000000,209.4000000,209.7000000,80390
SBER,5,08/07/20,13:45:00,209.6700000,209.9100000,209.6300000,209.7500000,140740
SBER,5,08/07/20,13:50:00,209.7500000,209.8500000,209.6900000,209.7400000,115020
SBER,5,08/07/20,13:55:00,209.7800000,209.9400000,209.7000000,209.8600000,79060
SBER,5,08/07/20,14:00:00,209.8500000,210.1300000,209.8000000,209.9300000,464170
SBER,5,08/07/20,14:05:00,209.9100000,209.9300000,209.7200000,209.8400000,45430
SBER,5,08/07/20,14:10:00,209.8400000,210.0600000,209.8300000,209.9700000,108680
SBER,5,08/07/20,14:15:00,209.9700000,210.2600000,209.9500000,210.0500000,223820
SBER,5,08/07/20,14:20:00,210.0300000,210.3400000,210.0300000,210.3000000,264340
SBER,5,08/07/20,14:25:00,210.3000000,210.3100000,209.9700000,210.0000000,355790
SBER,5,08/07/20,14:30:00,210.0000000,210.0400000,209.7500000,209.8700000,150440
SBER,5,08/07/20,14:35:00,209.8600000,209.9800000,209.7600000,209.9600000,91510
SBER,5,08/07/20,14:40:00,209.9200000,209.9500000,209.8400000,209.8800000,62050
SBER,5,08/07/20,14:45:00,209.8800000,210.1400000,209.8400000,210.1400000,90240
SBER,5,08/07/20,14:50:00,210.1500000,210.7500000,210.1100000,210.3100000,735180
SBER,5,08/07/20,14:55:00,210.3200000,210.5700000,210.1000000,210.5000000,208830
SBER,5,08/07/20,15:00:00,210.5000000,210.5400000,210.2600000,210.3500000,150800
SBER,5,08/07/20,15:05:00,210.3900000,210.4500000,210.0600000,210.1000000,104200
SBER,5,08/07/20,15:10:00,210.0900000,210.3000000,210.0700000,210.1600000,73640
SBER,5,08/07/20,15:15:00,210.2000000,210.2700000,210.1000000,210.1800000,131440
SBER,5,08/07/20,15:20:00,210.1400000,210.1800000,210.0000000,210.1000000,143180
SBER,5,08/07/20,15:25:00,210.1000000,210.4200000,210.1000000,210.3300000,169390
SBER,5,08/07/20,15:30:00,210.3600000,210.3900000,210.1900000,210.2400000,54750
SBER,5,08/07/20,15:35:00,210.2400000,210.2500000,210.1200000,210.2500000,54220
SBER,5,08/07/20,15:40:00,210.2400000,210.2400000,209.8100000,209.8100000,235370
SBER,5,08/07/20,15:45:00,209.8100000,210.0000000,209.5600000,209.9000000,590210
SBER,5,08/07/20,15:50:00,209.9200000,210.0600000,209.8600000,209.9900000,77340
SBER,5,08/07/20,15:55:00,209.9900000,210.2500000,209.9800000,210.1800000,91240
SBER,5,08/07/20,16:00:00,210.1900000,210.2800000,210.0600000,210.1000000,48410
SBER,5,08/07/20,16:05:00,210.1000000,210.2200000,210.0000000,210.0000000,60620
SBER,5,08/07/20,16:10:00,210.0400000,210.0600000,209.8200000,210.0400000,116070
SBER,5,08/07/20,16:15:00,210.0500000,210.0500000,209.8200000,210.0000000,80580
SBER,5,08/07/20,16:20:00,210.0000000,210.2500000,210.0000000,210.1500000,214330
SBER,5,08/07/20,16:25:00,210.1900000,210.4800000,210.1000000,210.4200000,214350
SBER,5,08/07/20,16:30:00,210.4100000,210.5400000,210.1000000,210.1800000,544970
SBER,5,08/07/20,16:35:00,210.1800000,210.5000000,210.0000000,210.3700000,497220
SBER,5,08/07/20,16:40:00,210.3700000,210.4300000,210.1400000,210.3300000,284040
SBER,5,08/07/20,16:45:00,210.3400000,210.3400000,210.1200000,210.2700000,120590
SBER,5,08/07/20,16:50:00,210.3000000,210.3500000,209.8400000,210.3000000,466810
SBER,5,08/07/20,16:55:00,210.2900000,210.9200000,210.2000000,210.8400000,878440
SBER,5,08/07/20,17:00:00,210.8400000,211.3900000,210.7600000,211.3300000,1234930
SBER,5,08/07/20,17:05:00,211.3300000,212.1200000,211.2100000,212.0000000,2131990
SBER,5,08/07/20,17:10:00,212.0200000,212.2900000,211.7200000,211.8400000,987750
SBER,5,08/07/20,17:15:00,211.8200000,212.0400000,211.2100000,211.2100000,703620
SBER,5,08/07/20,17:20:00,211.2100000,211.3100000,210.8300000,211.0800000,983930
SBER,5,08/07/20,17:25:00,211.0800000,211.4700000,211.0600000,211.3600000,500950
SBER,5,08/07/20,17:30:00,211.3500000,211.4000000,211.0100000,211.0600000,295670
SBER,5,08/07/20,17:35:00,211.0500000,211.4000000,210.9100000,211.1200000,313700
SBER,5,08/07/20,17:40:00,211.1500000,211.5300000,211.0600000,211.4000000,407690
SBER,5,08/07/20,17:45:00,211.4400000,211.6500000,211.0100000,211.1300000,436740
SBER,5,08/07/20,17:50:00,211.1100000,211.2100000,210.8200000,211.0500000,424040
SBER,5,08/07/20,17:55:00,211.0200000,211.0500000,210.7000000,210.9000000,307950
SBER,5,08/07/20,18:00:00,210.9000000,211.1600000,210.9000000,211.0000000,262020
SBER,5,08/07/20,18:05:00,211.0200000,211.1000000,210.6600000,210.7000000,790900
SBER,5,08/07/20,18:10:00,210.6600000,210.7300000,210.0300000,210.0800000,683280
SBER,5,08/07/20,18:15:00,210.0800000,210.3700000,210.0100000,210.2500000,509050
SBER,5,08/07/20,18:20:00,210.2400000,210.3700000,210.0000000,210.0400000,459130
SBER,5,08/07/20,18:25:00,210.0500000,210.1000000,209.5100000,209.6300000,775010
SBER,5,08/07/20,18:30:00,209.6400000,209.8800000,209.5000000,209.6700000,625360
SBER,5,08/07/20,18:35:00,209.6700000,209.9300000,209.6200000,209.7800000,416550
SBER,5,08/07/20,18:40:00,209.7900000,209.9800000,209.6800000,209.7700000,633530
SBER,5,08/07/20,18:50:00,209.4200000,209.4200000,209.4200000,209.4200000,1408290
SBER,5,08/07/20,19:05:00,209.6000000,209.6000000,209.6000000,209.6000000,3500
SBER,5,08/07/20,19:10:00,209.7800000,209.9200000,209.6000000,209.7800000,32370
SBER,5,08/07/20,19:15:00,209.7800000,209.9200000,209.7600000,209.8400000,37950
SBER,5,08/07/20,19:20:00,209.8500000,210.0000000,209.8000000,210.0000000,46620
SBER,5,08/07/20,19:25:00,210.0000000,210.1500000,209.9100000,209.9900000,58390
SBER,5,08/07/20,19:30:00,209.9100000,210.0900000,209.9000000,210.0700000,21400
SBER,5,08/07/20,19:35:00,210.0600000,210.0800000,209.9500000,209.9900000,17380
SBER,5,08/07/20,19:40:00,210.0000000,210.0000000,209.9500000,209.9900000,15020
SBER,5,08/07/20,19:45:00,209.9800000,210.0000000,209.8800000,209.9500000,18440
SBER,5,08/07/20,19:50:00,209.9500000,210.1300000,209.9500000,210.1000000,27790
SBER,5,08/07/20,19:55:00,210.1100000,210.1300000,210.0500000,210.1000000,9730
SBER,5,08/07/20,20:00:00,210.1000000,210.1000000,210.0100000,210.0900000,2840
SBER,5,08/07/20,20:05:00,210.0900000,210.1400000,209.9900000,210.1300000,41910
SBER,5,08/07/20,20:10:00,210.1300000,210.1900000,210.0700000,210.1800000,33180
SBER,5,08/07/20,20:15:00,210.1900000,210.1900000,210.1200000,210.1700000,5900
SBER,5,08/07/20,20:20:00,210.1800000,210.1800000,210.1400000,210.1400000,6150
SBER,5,08/07/20,20:25:00,210.1600000,210.1600000,210.0500000,210.0500000,3300
SBER,5,08/07/20,20:30:00,210.0500000,210.0900000,210.0000000,210.0100000,12570
SBER,5,08/07/20,20:35:00,210.0100000,210.1000000,210.0000000,210.1000000,22720
SBER,5,08/07/20,20:40:00,210.1000000,210.1900000,210.0600000,210.1900000,10860
SBER,5,08/07/20,20:45:00,210.1900000,210.1900000,210.0400000,210.1000000,4110
SBER,5,08/07/20,20:50:00,210.0400000,210.1200000,210.0200000,210.0200000,14190
SBER,5,08/07/20,20:55:00,210.1100000,210.1300000,210.0200000,210.0300000,11220
SBER,5,08/07/20,21:00:00,210.0500000,210.1000000,209.8400000,210.0000000,25980
SBER,5,08/07/20,21:05:00,210.0000000,210.0800000,209.9500000,210.0100000,10060
SBER,5,08/07/20,21:10:00,210.0000000,210.0500000,209.9500000,210.0000000,2970
SBER,5,08/07/20,21:15:00,209.9900000,210.0000000,209.9500000,210.0000000,12730
SBER,5,08/07/20,21:20:00,209.9500000,210.0000000,209.9200000,210.0000000,5210
SBER,5,08/07/20,21:25:00,209.9500000,210.0000000,209.9200000,210.0000000,10630
SBER,5,08/07/20,21:30:00,210.0100000,210.0700000,210.0000000,210.0100000,12530
SBER,5,08/07/20,21:35:00,210.0100000,210.1000000,210.0100000,210.1000000,10340
SBER,5,08/07/20,21:40:00,210.0900000,210.1000000,209.9200000,209.9500000,15750
SBER,5,08/07/20,21:45:00,209.9500000,209.9700000,209.9000000,209.9000000,8430
SBER,5,08/07/20,21:50:00,209.9000000,210.0000000,209.9000000,210.0000000,11120
SBER,5,08/07/20,21:55:00,210.0100000,210.2000000,210.0100000,210.0500000,35550
SBER,5,08/07/20,22:00:00,210.0500000,210.2500000,209.9700000,210.1700000,27440
SBER,5,08/07/20,22:05:00,210.1700000,210.2600000,210.1000000,210.2300000,32180
SBER,5,08/07/20,22:10:00,210.2400000,210.3600000,210.2400000,210.3000000,14390
SBER,5,08/07/20,22:15:00,210.3000000,210.4000000,210.2900000,210.3700000,21850
SBER,5,08/07/20,22:20:00,210.3700000,210.4000000,210.2600000,210.2600000,13530
SBER,5,08/07/20,22:25:00,210.3300000,210.4000000,210.3300000,210.4000000,10590
SBER,5,08/07/20,22:30:00,210.4000000,210.4400000,210.3400000,210.4300000,24590
SBER,5,08/07/20,22:35:00,210.4400000,210.4400000,210.3900000,210.4200000,16150
SBER,5,08/07/20,22:40:00,210.4000000,210.4500000,210.3500000,210.3900000,34370
SBER,5,08/07/20,22:45:00,210.4000000,210.4700000,210.3500000,210.3500000,54530
SBER,5,08/07/20,22:50:00,210.4400000,210.5400000,210.4400000,210.5000000,45050
SBER,5,08/07/20,22:55:00,210.5000000,210.6700000,210.3900000,210.5600000,45540
SBER,5,08/07/20,23:00:00,210.6500000,210.7200000,210.5400000,210.6500000,29250
SBER,5,08/07/20,23:05:00,210.6400000,210.6900000,210.5000000,210.5000000,17720
SBER,5,08/07/20,23:10:00,210.5000000,210.5900000,210.4200000,210.5800000,22670
SBER,5,08/07/20,23:15:00,210.5700000,210.5800000,210.5200000,210.5800000,13030
SBER,5,08/07/20,23:20:00,210.5800000,210.6500000,210.5400000,210.5800000,20730
SBER,5,08/07/20,23:25:00,210.6300000,210.6300000,210.5700000,210.6000000,8090
SBER,5,08/07/20,23:30:00,210.6000000,210.7100000,210.6000000,210.7100000,22930
SBER,5,08/07/20,23:35:00,210.6600000,210.7400000,210.6600000,210.7000000,19230
SBER,5,08/07/20,23:40:00,210.7300000,210.9000000,210.6700000,210.7800000,155550
SBER,5,08/07/20,23:45:00,210.7600000,210.9000000,210.6700000,210.9000000,36070
SBER,5,08/07/20,23:50:00,210.9000000,210.9700000,210.7300000,210.9700000,85420
