<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,1,16/07/20,15:09:00,209.9200000,210.1700000,209.9200000,210.1400000,98070
SBER,1,16/07/20,15:10:00,210.1300000,210.2000000,210.1300000,210.1900000,7510
SBER,1,16/07/20,15:11:00,210.1900000,210.2000000,210.1700000,210.2000000,7080
SBER,1,16/07/20,15:12:00,210.1800000,210.2300000,210.1500000,210.1900000,14410
SBER,1,16/07/20,15:13:00,210.2200000,210.3100000,210.2100000,210.2400000,122750
SBER,1,16/07/20,15:14:00,210.2500000,210.2500000,210.1000000,210.1800000,73070
SBER,1,16/07/20,15:15:00,210.2300000,210.2300000,210.1700000,210.1700000,7500
SBER,1,16/07/20,15:16:00,210.1600000,210.1800000,210.1600000,210.1600000,13730
SBER,1,16/07/20,15:17:00,210.1800000,210.1800000,210.1000000,210.1400000,5980
SBER,1,16/07/20,15:18:00,210.1300000,210.1400000,210.1200000,210.1300000,10290
SBER,1,16/07/20,15:19:00,210.1300000,210.1900000,209.9800000,210.1600000,158810
SBER,1,16/07/20,15:20:00,210.1900000,210.1900000,210.1300000,210.1400000,8720
SBER,1,16/07/20,15:21:00,210.1300000,210.1400000,210.1000000,210.1200000,5140
SBER,1,16/07/20,15:22:00,210.1100000,210.1300000,210.0700000,210.0900000,4960
SBER,1,16/07/20,15:23:00,210.0700000,210.0700000,209.9400000,210.0500000,86240
SBER,1,16/07/20,15:24:00,210.0600000,210.0600000,210.0300000,210.0300000,48380
SBER,1,16/07/20,15:25:00,210.0300000,210.0400000,210.0200000,210.0300000,6890
SBER,1,16/07/20,15:26:00,210.0100000,210.0200000,209.9300000,210.0200000,90370
SBER,1,16/07/20,15:27:00,210.0200000,210.0600000,210.0200000,210.0400000,29280
SBER,1,16/07/20,15:28:00,210.0400000,210.0600000,210.0000000,210.0000000,30990
SBER,1,16/07/20,15:29:00,210.0600000,210.1200000,210.0500000,210.0700000,78420
SBER,1,16/07/20,15:30:00,210.0900000,210.0900000,210.0700000,210.0900000,6540
SBER,1,16/07/20,15:31:00,210.0900000,210.1800000,210.0900000,210.1000000,73160
SBER,1,16/07/20,15:32:00,210.1100000,210.1200000,210.0300000,210.0900000,12610
SBER,1,16/07/20,15:33:00,210.0800000,210.3700000,210.0800000,210.3700000,222570
SBER,1,16/07/20,15:34:00,210.3700000,210.4100000,210.2600000,210.2600000,39220
SBER,1,16/07/20,15:35:00,210.2800000,210.3200000,210.2400000,210.3000000,24490
SBER,1,16/07/20,15:36:00,210.2400000,210.6000000,210.2400000,210.5700000,535880
SBER,1,16/07/20,15:37:00,210.5700000,210.5800000,210.4700000,210.5000000,64000
SBER,1,16/07/20,15:38:00,210.5100000,210.5200000,210.3900000,210.4000000,23320
SBER,1,16/07/20,15:39:00,210.3800000,210.3900000,210.1800000,210.2500000,25310
SBER,1,16/07/20,15:40:00,210.2200000,210.2700000,210.0900000,210.1300000,159650
SBER,1,16/07/20,15:41:00,210.1300000,210.1700000,210.0500000,210.1000000,36650
SBER,1,16/07/20,15:42:00,210.1000000,210.1000000,210.0200000,210.0900000,47650
SBER,1,16/07/20,15:43:00,210.0500000,210.1900000,210.0500000,210.1500000,25790
SBER,1,16/07/20,15:44:00,210.1500000,210.1700000,210.1100000,210.1100000,2160
SBER,1,16/07/20,15:45:00,210.1100000,210.1300000,210.0900000,210.1000000,4760
SBER,1,16/07/20,15:46:00,210.1000000,210.1100000,210.0800000,210.0900000,4360
SBER,1,16/07/20,15:47:00,210.0900000,210.0900000,210.0800000,210.0900000,9410
SBER,1,16/07/20,15:48:00,210.0900000,210.1900000,210.0900000,210.1800000,49060
SBER,1,16/07/20,15:49:00,210.1700000,210.3600000,210.1100000,210.1800000,110830
SBER,1,16/07/20,15:50:00,210.1300000,210.1800000,210.1100000,210.1300000,4810
SBER,1,16/07/20,15:51:00,210.1700000,210.1700000,210.1000000,210.1300000,1980
SBER,1,16/07/20,15:52:00,210.1500000,210.2000000,210.1500000,210.1700000,8650
SBER,1,16/07/20,15:53:00,210.1900000,210.2000000,210.1300000,210.1400000,3160
SBER,1,16/07/20,15:54:00,210.1600000,210.1900000,210.1600000,210.1800000,9720
SBER,1,16/07/20,15:55:00,210.1900000,210.2400000,210.1900000,210.2100000,14320
SBER,1,16/07/20,15:56:00,210.2300000,210.2500000,210.2000000,210.2100000,18940
SBER,1,16/07/20,15:57:00,210.2100000,210.2100000,210.1000000,210.2100000,29460
SBER,1,16/07/20,15:58:00,210.2100000,210.3000000,210.2100000,210.2500000,27520
SBER,1,16/07/20,15:59:00,210.2500000,210.2800000,210.2000000,210.2500000,7890
SBER,1,16/07/20,16:00:00,210.2200000,210.2400000,210.1500000,210.1500000,900
SBER,1,16/07/20,16:01:00,210.1800000,210.1800000,210.1000000,210.1400000,72140
SBER,1,16/07/20,16:02:00,210.1400000,210.3900000,210.1400000,210.3900000,40110
SBER,1,16/07/20,16:03:00,210.3800000,210.5000000,210.3500000,210.3500000,35390
SBER,1,16/07/20,16:04:00,210.3500000,210.4500000,210.3400000,210.4200000,24960
SBER,1,16/07/20,16:05:00,210.4200000,210.4500000,210.3800000,210.3900000,5530
SBER,1,16/07/20,16:06:00,210.4000000,210.5000000,210.4000000,210.4400000,46830
SBER,1,16/07/20,16:07:00,210.4300000,210.4400000,210.2700000,210.3700000,29000
SBER,1,16/07/20,16:08:00,210.3700000,210.3800000,210.2900000,210.3500000,6200
SBER,1,16/07/20,16:09:00,210.3400000,210.3400000,210.2300000,210.2700000,9070
SBER,1,16/07/20,16:10:00,210.2700000,210.2900000,210.2700000,210.2900000,490
SBER,1,16/07/20,16:11:00,210.2800000,210.2800000,210.2100000,210.2100000,9940
SBER,1,16/07/20,16:12:00,210.2100000,210.2600000,210.2100000,210.2600000,8780
SBER,1,16/07/20,16:13:00,210.2500000,210.2500000,210.2100000,210.2100000,650
SBER,1,16/07/20,16:14:00,210.2300000,210.2300000,210.2100000,210.2200000,7440
SBER,1,16/07/20,16:15:00,210.2200000,210.2700000,210.2100000,210.2700000,18480
SBER,1,16/07/20,16:16:00,210.2500000,210.2700000,210.2100000,210.2500000,22800
SBER,1,16/07/20,16:17:00,210.2500000,210.2500000,210.2300000,210.2400000,270
SBER,1,16/07/20,16:18:00,210.2500000,210.2500000,210.1400000,210.1900000,29890
SBER,1,16/07/20,16:19:00,210.1600000,210.1600000,210.1400000,210.1400000,2890
SBER,1,16/07/20,16:20:00,210.1600000,210.2800000,210.1600000,210.2300000,56550
SBER,1,16/07/20,16:21:00,210.2400000,210.2400000,210.1900000,210.2200000,780
SBER,1,16/07/20,16:22:00,210.2000000,210.2000000,210.0900000,210.1000000,99830
SBER,1,16/07/20,16:23:00,210.0900000,210.1700000,210.0900000,210.1600000,27560
SBER,1,16/07/20,16:24:00,210.1500000,210.2100000,210.1500000,210.2100000,7460
SBER,1,16/07/20,16:25:00,210.2000000,210.2200000,210.1400000,210.2000000,9400
SBER,1,16/07/20,16:26:00,210.1500000,210.2600000,210.1000000,210.2600000,23780
SBER,1,16/07/20,16:27:00,210.2400000,210.2600000,210.1700000,210.2200000,18200
SBER,1,16/07/20,16:28:00,210.2200000,210.2700000,210.2100000,210.2100000,14090
SBER,1,16/07/20,16:29:00,210.2400000,210.2600000,210.2000000,210.2000000,6880
SBER,1,16/07/20,16:30:00,210.2000000,210.2000000,210.1300000,210.1500000,13070
SBER,1,16/07/20,16:31:00,210.1600000,210.3700000,210.1000000,210.2800000,84790
SBER,1,16/07/20,16:32:00,210.2900000,210.2900000,210.1800000,210.2000000,14650
SBER,1,16/07/20,16:33:00,210.1800000,210.2300000,210.0700000,210.2300000,62530
SBER,1,16/07/20,16:34:00,210.2200000,210.2200000,210.0300000,210.1100000,101260
SBER,1,16/07/20,16:35:00,210.0800000,210.0900000,209.9200000,209.9600000,114710
SBER,1,16/07/20,16:36:00,209.9300000,210.0700000,209.8500000,209.9600000,71290
SBER,1,16/07/20,16:37:00,209.9600000,210.0900000,209.9400000,210.0800000,65640
SBER,1,16/07/20,16:38:00,210.0900000,210.1900000,210.0600000,210.1600000,96170
SBER,1,16/07/20,16:39:00,210.1500000,210.2600000,210.1500000,210.2100000,24980
SBER,1,16/07/20,16:40:00,210.2100000,210.3200000,210.2000000,210.3000000,82280
SBER,1,16/07/20,16:41:00,210.2700000,210.3300000,210.1000000,210.1600000,39160
SBER,1,16/07/20,16:42:00,210.1400000,210.2300000,210.1400000,210.1900000,53250
SBER,1,16/07/20,16:43:00,210.1600000,210.1800000,210.0900000,210.1300000,17450
SBER,1,16/07/20,16:44:00,210.1400000,210.1400000,210.0500000,210.0800000,11210
SBER,1,16/07/20,16:45:00,210.0800000,210.2300000,210.0600000,210.1700000,15750
SBER,1,16/07/20,16:46:00,210.2000000,210.2100000,210.1300000,210.1900000,11170
SBER,1,16/07/20,16:47:00,210.1900000,210.1900000,210.1600000,210.1600000,4530
SBER,1,16/07/20,16:48:00,210.1600000,210.3000000,210.1600000,210.2700000,16400
SBER,1,16/07/20,16:49:00,210.2900000,210.4700000,210.2900000,210.3500000,227050
SBER,1,16/07/20,16:50:00,210.3200000,210.3700000,210.2900000,210.3700000,8770
SBER,1,16/07/20,16:51:00,210.3700000,210.4700000,210.3300000,210.4700000,21930
SBER,1,16/07/20,16:52:00,210.4700000,210.8300000,210.4700000,210.7500000,334140
SBER,1,16/07/20,16:53:00,210.7100000,210.7600000,210.6800000,210.7500000,63720
SBER,1,16/07/20,16:54:00,210.7500000,210.8300000,210.6400000,210.7500000,156510
SBER,1,16/07/20,16:55:00,210.7800000,210.9700000,210.7800000,210.8900000,285690
SBER,1,16/07/20,16:56:00,210.8500000,210.8900000,210.7300000,210.8400000,61340
SBER,1,16/07/20,16:57:00,210.8000000,210.9900000,210.7700000,210.9800000,237160
SBER,1,16/07/20,16:58:00,210.9500000,211.0000000,210.9300000,211.0000000,77830
SBER,1,16/07/20,16:59:00,210.9900000,211.0000000,210.9300000,210.9300000,11810
SBER,1,16/07/20,17:00:00,210.9300000,210.9800000,210.9300000,210.9400000,25550
SBER,1,16/07/20,17:01:00,210.9400000,211.2500000,210.9400000,211.1000000,421630
SBER,1,16/07/20,17:02:00,211.1100000,211.1100000,210.8700000,210.9000000,63900
SBER,1,16/07/20,17:03:00,210.9000000,210.9000000,210.7700000,210.8500000,51530
SBER,1,16/07/20,17:04:00,210.8500000,210.8600000,210.6700000,210.8300000,74950
SBER,1,16/07/20,17:05:00,210.7900000,210.7900000,210.6100000,210.6500000,40590
SBER,1,16/07/20,17:06:00,210.6500000,210.7300000,210.5800000,210.6300000,41600
SBER,1,16/07/20,17:07:00,210.6300000,210.6900000,210.6300000,210.6600000,17230
SBER,1,16/07/20,17:08:00,210.6700000,210.6700000,210.5500000,210.6300000,24710
SBER,1,16/07/20,17:09:00,210.6300000,210.6300000,210.5400000,210.5700000,26970
SBER,1,16/07/20,17:10:00,210.5400000,210.6100000,210.5300000,210.6100000,49770
SBER,1,16/07/20,17:11:00,210.6100000,210.7200000,210.6000000,210.6400000,41390
SBER,1,16/07/20,17:12:00,210.6100000,210.7300000,210.6100000,210.7200000,46570
SBER,1,16/07/20,17:13:00,210.7300000,210.8300000,210.7200000,210.8200000,61740
SBER,1,16/07/20,17:14:00,210.8100000,210.8100000,210.6800000,210.6800000,44800
SBER,1,16/07/20,17:15:00,210.7100000,210.8300000,210.7100000,210.7600000,58900
SBER,1,16/07/20,17:16:00,210.7900000,210.8000000,210.6100000,210.6100000,23430
SBER,1,16/07/20,17:17:00,210.6200000,210.7600000,210.6000000,210.7100000,53370
SBER,1,16/07/20,17:18:00,210.7000000,210.9600000,210.7000000,210.9600000,37820
SBER,1,16/07/20,17:19:00,210.9600000,211.1000000,210.9600000,211.0200000,96930
SBER,1,16/07/20,17:20:00,211.0200000,211.0600000,210.9500000,210.9800000,50960
SBER,1,16/07/20,17:21:00,211.0000000,211.1700000,210.9800000,211.1700000,30370
SBER,1,16/07/20,17:22:00,211.1700000,211.3900000,211.1700000,211.3100000,352200
SBER,1,16/07/20,17:23:00,211.2700000,211.4900000,211.2700000,211.4800000,113000
SBER,1,16/07/20,17:24:00,211.4800000,211.6400000,211.4700000,211.6000000,444680
SBER,1,16/07/20,17:25:00,211.6100000,211.6700000,211.5600000,211.6600000,205120
SBER,1,16/07/20,17:26:00,211.6600000,211.7400000,211.5100000,211.5700000,199980
SBER,1,16/07/20,17:27:00,211.5100000,211.5700000,211.3900000,211.5700000,133070
SBER,1,16/07/20,17:28:00,211.5700000,211.9700000,211.5700000,211.9000000,418070
SBER,1,16/07/20,17:29:00,211.9000000,212.0000000,211.8600000,211.9000000,219110
SBER,1,16/07/20,17:30:00,211.9300000,212.1100000,211.8200000,211.8600000,515150
SBER,1,16/07/20,17:31:00,211.8600000,211.9500000,211.8000000,211.9100000,240400
SBER,1,16/07/20,17:32:00,211.9100000,211.9100000,211.7100000,211.8500000,129080
SBER,1,16/07/20,17:33:00,211.8500000,212.0000000,211.8100000,211.9100000,255130
SBER,1,16/07/20,17:34:00,211.9100000,212.1200000,211.9000000,212.0700000,264630
SBER,1,16/07/20,17:35:00,212.0600000,212.1100000,211.9500000,212.0600000,105500
SBER,1,16/07/20,17:36:00,212.0600000,212.1200000,211.9300000,212.0600000,245870
SBER,1,16/07/20,17:37:00,212.0800000,212.1000000,211.9100000,212.0800000,88180
SBER,1,16/07/20,17:38:00,212.0300000,212.0800000,211.9800000,212.0200000,55440
SBER,1,16/07/20,17:39:00,212.0500000,212.1000000,212.0000000,212.0500000,47420
SBER,1,16/07/20,17:40:00,212.0500000,212.0500000,211.9000000,211.9100000,64820
SBER,1,16/07/20,17:41:00,211.9500000,212.0700000,211.9500000,212.0700000,153970
SBER,1,16/07/20,17:42:00,212.0600000,212.3700000,212.0400000,212.0900000,654620
SBER,1,16/07/20,17:43:00,212.0500000,212.0900000,211.8700000,211.9900000,70820
SBER,1,16/07/20,17:44:00,211.9100000,212.1400000,211.8800000,212.1200000,109650
SBER,1,16/07/20,17:45:00,212.0400000,212.1200000,212.0000000,212.1200000,46580
SBER,1,16/07/20,17:46:00,212.0400000,212.2500000,212.0400000,212.2000000,98320
SBER,1,16/07/20,17:47:00,212.2000000,212.2400000,212.1100000,212.1900000,128720
SBER,1,16/07/20,17:48:00,212.1400000,212.2000000,212.1200000,212.2000000,27300
SBER,1,16/07/20,17:49:00,212.2000000,212.2200000,212.1600000,212.2200000,92710
SBER,1,16/07/20,17:50:00,212.1800000,212.2500000,212.1600000,212.2500000,50950
SBER,1,16/07/20,17:51:00,212.2400000,212.2400000,212.0200000,212.0800000,60730
SBER,1,16/07/20,17:52:00,212.0400000,212.1300000,211.9700000,212.0500000,40380
SBER,1,16/07/20,17:53:00,212.0000000,212.1000000,211.9700000,212.0900000,357620
SBER,1,16/07/20,17:54:00,212.0800000,212.1400000,212.0800000,212.1400000,30510
SBER,1,16/07/20,17:55:00,212.1400000,212.1800000,212.1100000,212.1800000,62480
SBER,1,16/07/20,17:56:00,212.1800000,212.4900000,212.1800000,212.4700000,501870
SBER,1,16/07/20,17:57:00,212.4700000,212.4900000,212.3300000,212.3700000,63390
SBER,1,16/07/20,17:58:00,212.3400000,212.4000000,212.3300000,212.4000000,70350
SBER,1,16/07/20,17:59:00,212.4000000,212.4500000,212.3800000,212.4500000,86490
SBER,1,16/07/20,18:00:00,212.4400000,212.4500000,212.3500000,212.3700000,122330
SBER,1,16/07/20,18:01:00,212.3700000,212.6000000,212.3700000,212.4400000,230010
SBER,1,16/07/20,18:02:00,212.4800000,212.5000000,212.3500000,212.4300000,54920
SBER,1,16/07/20,18:03:00,212.4500000,212.4500000,212.3700000,212.3800000,35980
SBER,1,16/07/20,18:04:00,212.3800000,212.4600000,212.3800000,212.4600000,67690
SBER,1,16/07/20,18:05:00,212.4500000,212.4600000,212.3700000,212.4200000,53390
SBER,1,16/07/20,18:06:00,212.4200000,212.4600000,212.4000000,212.4600000,86060
SBER,1,16/07/20,18:07:00,212.4600000,212.4600000,212.2000000,212.2600000,176730
SBER,1,16/07/20,18:08:00,212.2300000,212.3700000,212.2300000,212.3400000,72160
SBER,1,16/07/20,18:09:00,212.2800000,212.4500000,212.2800000,212.4000000,38010
SBER,1,16/07/20,18:10:00,212.3800000,212.4400000,212.1900000,212.4400000,93700
SBER,1,16/07/20,18:11:00,212.3900000,212.4300000,212.3600000,212.4000000,57850
SBER,1,16/07/20,18:12:00,212.4000000,212.4000000,212.2800000,212.3300000,67980
SBER,1,16/07/20,18:13:00,212.2900000,212.3300000,212.1100000,212.1600000,80520
SBER,1,16/07/20,18:14:00,212.1600000,212.1600000,212.0400000,212.0800000,89260
SBER,1,16/07/20,18:15:00,212.0800000,212.2000000,212.0700000,212.1900000,140810
SBER,1,16/07/20,18:16:00,212.1800000,212.2000000,212.0400000,212.1000000,82700
SBER,1,16/07/20,18:17:00,212.0600000,212.1000000,211.9500000,212.0000000,95470
SBER,1,16/07/20,18:18:00,212.0000000,212.0800000,211.9800000,212.0100000,74870
SBER,1,16/07/20,18:19:00,211.9900000,211.9900000,211.9200000,211.9900000,66380
SBER,1,16/07/20,18:20:00,211.9900000,212.1400000,211.9800000,212.0900000,51990
SBER,1,16/07/20,18:21:00,212.1400000,212.2000000,212.1400000,212.1900000,65920
SBER,1,16/07/20,18:22:00,212.1700000,212.1700000,212.0800000,212.1000000,52930
SBER,1,16/07/20,18:23:00,212.1000000,212.1200000,212.0600000,212.0600000,41470
SBER,1,16/07/20,18:24:00,212.0700000,212.0800000,212.0000000,212.0500000,71950
SBER,1,16/07/20,18:25:00,212.0500000,212.0500000,211.9700000,211.9900000,27200
SBER,1,16/07/20,18:26:00,211.9900000,212.1000000,211.9900000,212.1000000,62310
SBER,1,16/07/20,18:27:00,212.1000000,212.1900000,212.0600000,212.1100000,92610
SBER,1,16/07/20,18:28:00,212.1400000,212.2000000,212.1000000,212.1000000,69120
SBER,1,16/07/20,18:29:00,212.1400000,212.1400000,212.0900000,212.0900000,28460
SBER,1,16/07/20,18:30:00,212.0900000,212.1200000,212.0000000,212.0200000,68800
SBER,1,16/07/20,18:31:00,212.0000000,212.0300000,211.9700000,212.0000000,70530
SBER,1,16/07/20,18:32:00,212.0000000,212.0500000,211.9600000,212.0000000,177140
SBER,1,16/07/20,18:33:00,212.0000000,212.0500000,211.9800000,212.0000000,64800
SBER,1,16/07/20,18:34:00,212.0000000,212.0500000,211.9900000,212.0500000,97140
SBER,1,16/07/20,18:35:00,212.0300000,212.0600000,212.0300000,212.0400000,67770
SBER,1,16/07/20,18:36:00,212.0000000,212.0500000,212.0000000,212.0500000,60110
SBER,1,16/07/20,18:37:00,212.0500000,212.0500000,211.7400000,211.9200000,327420
SBER,1,16/07/20,18:38:00,211.9300000,212.0500000,211.8600000,212.0400000,125340
SBER,1,16/07/20,18:39:00,212.0500000,212.1100000,211.8800000,212.0300000,134340
SBER,1,16/07/20,18:40:00,212.0300000,212.0300000,211.8400000,211.8400000,74900
SBER,1,16/07/20,18:46:00,212.1000000,212.1000000,212.1000000,212.1000000,2440790
SBER,1,16/07/20,18:47:00,212.1000000,212.1000000,212.1000000,212.1000000,1170
SBER,1,16/07/20,18:49:00,212.1000000,212.1000000,212.1000000,212.1000000,710
SBER,1,16/07/20,18:50:00,212.1000000,212.1000000,212.1000000,212.1000000,280
SBER,1,16/07/20,19:05:00,212.0400000,212.0400000,212.0400000,212.0400000,2250
SBER,1,16/07/20,19:06:00,212.0400000,212.0400000,211.5300000,211.7500000,98560
SBER,1,16/07/20,19:07:00,211.6700000,211.9700000,211.6700000,211.9000000,6880
SBER,1,16/07/20,19:08:00,211.9000000,211.9700000,211.8000000,211.8000000,4180
SBER,1,16/07/20,19:09:00,211.8000000,211.8000000,211.5600000,211.7500000,52620
SBER,1,16/07/20,19:10:00,211.7500000,211.9000000,211.7500000,211.9000000,4800
SBER,1,16/07/20,19:11:00,211.7900000,211.9900000,211.7600000,211.9700000,10870
SBER,1,16/07/20,19:12:00,211.9700000,212.0000000,211.9100000,211.9100000,11140
SBER,1,16/07/20,19:13:00,211.9100000,212.0000000,211.8700000,212.0000000,1380
SBER,1,16/07/20,19:14:00,211.9900000,212.0000000,211.7000000,211.7000000,36500
SBER,1,16/07/20,19:15:00,211.7000000,211.7300000,211.6000000,211.6800000,14780
SBER,1,16/07/20,19:16:00,211.6100000,211.7000000,211.6000000,211.6300000,1800
SBER,1,16/07/20,19:17:00,211.6700000,211.7000000,211.5300000,211.5300000,56840
SBER,1,16/07/20,19:18:00,211.5300000,211.6300000,211.4900000,211.5100000,37800
SBER,1,16/07/20,19:19:00,211.5100000,211.6000000,211.4900000,211.6000000,24980
SBER,1,16/07/20,19:20:00,211.5300000,211.5500000,211.5100000,211.5100000,190
SBER,1,16/07/20,19:21:00,211.5100000,211.5400000,211.4900000,211.5000000,1890
SBER,1,16/07/20,19:22:00,211.5000000,211.5500000,211.5000000,211.5100000,9420
SBER,1,16/07/20,19:23:00,211.5200000,211.5200000,211.4500000,211.4500000,37360
SBER,1,16/07/20,19:24:00,211.4600000,211.5700000,211.4500000,211.5400000,6560
SBER,1,16/07/20,19:25:00,211.5400000,211.5900000,211.5000000,211.5900000,2740
SBER,1,16/07/20,19:26:00,211.5500000,211.6800000,211.5500000,211.6800000,5220
SBER,1,16/07/20,19:27:00,211.7000000,211.7000000,211.6000000,211.6900000,8260
SBER,1,16/07/20,19:28:00,211.6800000,211.6900000,211.6800000,211.6800000,160
SBER,1,16/07/20,19:29:00,211.6900000,211.7000000,211.6900000,211.6900000,2350
SBER,1,16/07/20,19:30:00,211.7000000,211.8800000,211.6900000,211.8800000,23430
SBER,1,16/07/20,19:31:00,211.7800000,211.9000000,211.7800000,211.8000000,11140
SBER,1,16/07/20,19:32:00,211.8300000,211.8700000,211.7800000,211.8600000,470
SBER,1,16/07/20,19:33:00,211.8600000,211.8600000,211.7400000,211.7400000,2120
SBER,1,16/07/20,19:34:00,211.7900000,211.7900000,211.7400000,211.7500000,1150
SBER,1,16/07/20,19:35:00,211.7900000,211.7900000,211.7500000,211.7500000,5240
SBER,1,16/07/20,19:36:00,211.7500000,211.8600000,211.7500000,211.8600000,7900
SBER,1,16/07/20,19:37:00,211.7800000,211.8600000,211.7700000,211.8500000,8410
SBER,1,16/07/20,19:38:00,211.7900000,211.8400000,211.7900000,211.8400000,30
SBER,1,16/07/20,19:39:00,211.7900000,211.7900000,211.7600000,211.7600000,4610
SBER,1,16/07/20,19:40:00,211.7800000,211.7800000,211.7600000,211.7800000,5430
SBER,1,16/07/20,19:41:00,211.7600000,211.8000000,211.7600000,211.8000000,5590
SBER,1,16/07/20,19:42:00,211.8500000,211.8900000,211.8100000,211.8100000,21850
SBER,1,16/07/20,19:43:00,211.8100000,211.9000000,211.7400000,211.7800000,18840
SBER,1,16/07/20,19:44:00,211.7800000,211.7800000,211.6500000,211.7000000,23400
SBER,1,16/07/20,19:45:00,211.7000000,211.7000000,211.6500000,211.6600000,30950
SBER,1,16/07/20,19:46:00,211.6600000,211.7000000,211.6300000,211.6400000,6450
SBER,1,16/07/20,19:47:00,211.6700000,211.7600000,211.6000000,211.6200000,51140
SBER,1,16/07/20,19:48:00,211.7400000,211.7500000,211.5900000,211.6000000,46780
SBER,1,16/07/20,19:49:00,211.6000000,211.6000000,211.5700000,211.5700000,2660
SBER,1,16/07/20,19:50:00,211.5700000,211.6000000,211.5700000,211.6000000,830
SBER,1,16/07/20,19:51:00,211.6000000,211.6000000,211.5700000,211.5900000,1440
SBER,1,16/07/20,19:52:00,211.5900000,211.6000000,211.5300000,211.5300000,9720
SBER,1,16/07/20,19:53:00,211.5400000,211.5400000,211.3500000,211.4800000,68740
SBER,1,16/07/20,19:54:00,211.4500000,211.4800000,211.4000000,211.4800000,19010
SBER,1,16/07/20,19:55:00,211.4800000,211.4800000,211.4200000,211.4200000,550
SBER,1,16/07/20,19:56:00,211.4200000,211.4200000,211.4100000,211.4100000,630
SBER,1,16/07/20,19:57:00,211.4100000,211.5600000,211.4000000,211.4000000,14640
SBER,1,16/07/20,19:58:00,211.4100000,211.4100000,211.3000000,211.3000000,25800
SBER,1,16/07/20,19:59:00,211.3100000,211.3100000,211.0800000,211.1000000,91210
SBER,1,16/07/20,20:00:00,211.1000000,211.2700000,211.0400000,211.2000000,9240
SBER,1,16/07/20,20:01:00,211.2000000,211.2800000,211.1700000,211.1900000,9770
SBER,1,16/07/20,20:02:00,211.2000000,211.4500000,211.1900000,211.4500000,18460
SBER,1,16/07/20,20:03:00,211.4500000,211.5000000,211.3100000,211.3100000,1690
SBER,1,16/07/20,20:04:00,211.3100000,211.4000000,211.3100000,211.3100000,3370
SBER,1,16/07/20,20:05:00,211.4000000,211.4000000,211.3100000,211.3100000,1070
SBER,1,16/07/20,20:06:00,211.3100000,211.3500000,211.2100000,211.3000000,7120
SBER,1,16/07/20,20:07:00,211.3400000,211.3500000,211.2800000,211.3500000,2630
SBER,1,16/07/20,20:08:00,211.4000000,211.4200000,211.2900000,211.3000000,4910
SBER,1,16/07/20,20:09:00,211.4000000,211.4000000,211.2700000,211.2700000,7570
SBER,1,16/07/20,20:10:00,211.2900000,211.2900000,211.2400000,211.2900000,6240
SBER,1,16/07/20,20:11:00,211.2900000,211.2900000,211.2500000,211.2900000,1200
SBER,1,16/07/20,20:12:00,211.2700000,211.3700000,211.2700000,211.2800000,28190
SBER,1,16/07/20,20:13:00,211.4000000,211.4200000,211.3000000,211.4200000,800
SBER,1,16/07/20,20:14:00,211.4200000,211.4200000,211.3300000,211.4200000,570
SBER,1,16/07/20,20:15:00,211.4200000,211.4500000,211.3800000,211.4500000,4610
SBER,1,16/07/20,20:16:00,211.4100000,211.4500000,211.3600000,211.4500000,1240
SBER,1,16/07/20,20:17:00,211.4500000,211.5000000,211.3800000,211.3900000,1090
SBER,1,16/07/20,20:18:00,211.3800000,211.5000000,211.3600000,211.3800000,15340
SBER,1,16/07/20,20:19:00,211.3800000,211.4700000,211.3700000,211.3700000,410
SBER,1,16/07/20,20:20:00,211.3700000,211.4800000,211.3700000,211.4800000,1680
SBER,1,16/07/20,20:21:00,211.4800000,211.4800000,211.3600000,211.3600000,5110
SBER,1,16/07/20,20:22:00,211.3600000,211.4800000,211.3600000,211.4800000,420
SBER,1,16/07/20,20:23:00,211.3700000,211.4800000,211.3700000,211.4800000,100
SBER,1,16/07/20,20:24:00,211.4600000,211.4600000,211.3700000,211.3800000,1740
SBER,1,16/07/20,20:25:00,211.3700000,211.3800000,211.3700000,211.3800000,250
SBER,1,16/07/20,20:26:00,211.3800000,211.3800000,211.3700000,211.3800000,260
SBER,1,16/07/20,20:27:00,211.3800000,211.4900000,211.3800000,211.4900000,1780
SBER,1,16/07/20,20:28:00,211.3800000,211.3900000,211.3800000,211.3900000,550
SBER,1,16/07/20,20:29:00,211.3900000,211.4900000,211.3900000,211.4900000,1520
SBER,1,16/07/20,20:30:00,211.4900000,211.4900000,211.3900000,211.4800000,2300
SBER,1,16/07/20,20:31:00,211.4100000,211.4100000,211.4000000,211.4000000,110
SBER,1,16/07/20,20:32:00,211.3900000,211.4700000,211.3900000,211.4000000,2150
SBER,1,16/07/20,20:33:00,211.4000000,211.4600000,211.3800000,211.3800000,140
SBER,1,16/07/20,20:34:00,211.4600000,211.4600000,211.3800000,211.3800000,160
SBER,1,16/07/20,20:35:00,211.4100000,211.4700000,211.3800000,211.4700000,2160
SBER,1,16/07/20,20:36:00,211.4600000,211.4700000,211.3900000,211.4700000,190
SBER,1,16/07/20,20:37:00,211.4000000,211.4000000,211.3800000,211.4000000,11320
SBER,1,16/07/20,20:38:00,211.4600000,211.4600000,211.4100000,211.4100000,140
